api,section,endpoint,block,parameter,value_type,required,props,max,description,doc_url
messaging-api,LINE Official Account (bot),Get LINE Official Account (bot) info,Response,userId,String,,,,User ID of the LINE Official Account (bot).,https://developers.line.biz/en/reference/messaging-api/#get-line-official-account-bot-info
messaging-api,LINE Official Account (bot),Get LINE Official Account (bot) info,Response,basicId,String,,,,Basic ID of the LINE Official Account (bot).,https://developers.line.biz/en/reference/messaging-api/#get-line-official-account-bot-info
messaging-api,LINE Official Account (bot),Get LINE Official Account (bot) info,Response,premiumId,String,false,"annotation=""Not always included""",,Premium ID of the LINE Official Account (bot). Not included in the response if the premium ID isn't set.,https://developers.line.biz/en/reference/messaging-api/#get-line-official-account-bot-info
messaging-api,LINE Official Account (bot),Get LINE Official Account (bot) info,Response,displayName,String,,,,Display name of the LINE Official Account (bot).,https://developers.line.biz/en/reference/messaging-api/#get-line-official-account-bot-info
messaging-api,LINE Official Account (bot),Get LINE Official Account (bot) info,Response,pictureUrl,String,false,"annotation=""Not always included""",,"Profile image URL. ""https"" image URL. Not included in the response if the LINE Official Account (bot) doesn't have a profile image.",https://developers.line.biz/en/reference/messaging-api/#get-line-official-account-bot-info
messaging-api,LINE Official Account (bot),Get LINE Official Account (bot) info,Response,chatMode,String,,,,"Chat settings set in the LINE Official Account Manager. One of: - chat: Chat is set to ""On"". - bot: Chat is set to ""Off"".",https://developers.line.biz/en/reference/messaging-api/#get-line-official-account-bot-info
messaging-api,LINE Official Account (bot),Get LINE Official Account (bot) info,Response,markAsReadMode,String,,,,"Automatic read setting for messages. If the chat is set to ""Off"", auto is returned. If the chat is set to ""On"", manual is returned. - auto: Auto read setting is enabled. - manual: Auto read setting is disabled.",https://developers.line.biz/en/reference/messaging-api/#get-line-official-account-bot-info
messaging-api,Group chats,Get group chat summary,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-summary
messaging-api,Group chats,Get group chat summary,Path parameters,groupId,Group ID. Found in the source object of webhook event objects.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-summary
messaging-api,Group chats,Get group chat summary,Response,groupId,String,,,,Group ID,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-summary
messaging-api,Group chats,Get group chat summary,Response,groupName,String,,,,Group name,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-summary
messaging-api,Group chats,Get group chat summary,Response,pictureUrl,String,false,"annotation=""Not always included""",,Group icon URL. Not included in the response if the user doesn't set a group profile icon.,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-summary
messaging-api,Group chats,Get number of users in a group chat,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-number-of-users-in-a-group-chat
messaging-api,Group chats,Get number of users in a group chat,Path parameters,groupId,Group ID. Found in the source object of webhook event objects.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-number-of-users-in-a-group-chat
messaging-api,Group chats,Get number of users in a group chat,Response,count,Number,,,,The count of members in the group chat. The number returned excludes the LINE Official Account.,https://developers.line.biz/en/reference/messaging-api/#get-number-of-users-in-a-group-chat
messaging-api,Group chats,Get group chat member user IDs,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-user-ids
messaging-api,Group chats,Get group chat member user IDs,Path parameters,groupId,Group ID. Found in the source object of webhook event objects.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-user-ids
messaging-api,Group chats,Get group chat member user IDs,Query parameters,start,Value of the continuation token found in the next property of the JSON object returned in the response. Include this parameter to get the next array of user IDs for the members of the group.,false,optional,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-user-ids
messaging-api,Group chats,Get group chat member user IDs,Response,memberIds,Array of strings,,,100,"List of user IDs of members in the group chat. Only users of LINE for iOS and LINE for Android are included in memberIds. For more information, see Consent on getting user profile information. Max: 100 user IDs",https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-user-ids
messaging-api,Group chats,Get group chat member user IDs,Response,next,String,false,"annotation=""Not always included""",,"A continuation token to get the next array of user IDs of the members in the group chat. Returned only when there are remaining user IDs that were not returned in memberIds in the original request. The continuation token expires in 24 hours (86,400 seconds).",https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-user-ids
messaging-api,Group chats,Get group chat member profile,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-profile
messaging-api,Group chats,Get group chat member profile,Path parameters,groupId,Group ID. Found in the source object of webhook event objects.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-profile
messaging-api,Group chats,Get group chat member profile,Path parameters,userId,User ID. Found in the source object of webhook event objects. Do not use the LINE ID used in LINE.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-profile
messaging-api,Group chats,Get group chat member profile,Response,displayName,String,,,,Display name,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-profile
messaging-api,Group chats,Get group chat member profile,Response,userId,String,,,,User ID,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-profile
messaging-api,Group chats,Get group chat member profile,Response,pictureUrl,String,false,"annotation=""Not always included""",,Profile image URL. Not included in the response if the user doesn't have a profile image.,https://developers.line.biz/en/reference/messaging-api/#get-group-chat-member-profile
messaging-api,Group chats,Leave group chat,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#leave-group-chat
messaging-api,Group chats,Leave group chat,Path parameters,groupId,Group ID. Found in the source object of webhook event objects.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#leave-group-chat
messaging-api,Multi-person chats,Get number of users in a multi-person chat,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-number-of-users-in-a-multi-person-chat
messaging-api,Multi-person chats,Get number of users in a multi-person chat,Path parameters,roomId,Room ID. Found in the source object of webhook event objects.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-number-of-users-in-a-multi-person-chat
messaging-api,Multi-person chats,Get number of users in a multi-person chat,Response,count,Number,,,,The count of members in the multi-person chat. The number returned excludes the LINE Official Account.,https://developers.line.biz/en/reference/messaging-api/#get-number-of-users-in-a-multi-person-chat
messaging-api,Multi-person chats,Get multi-person chat member user IDs,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-multi-person-chat-member-user-ids
messaging-api,Multi-person chats,Get multi-person chat member user IDs,Path parameters,roomId,Room ID. Found in the source object of webhook event objects.,true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-multi-person-chat-member-user-ids
